大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
励志拓展型,大学,146156719,吉林大学-足球场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2i12000g8a0z5y0340.jpg,https://you.ctrip.com/sight/changchun216/146156719.html?scene=onlinesearch,43.828696,125.278794
励志拓展型,大学,146163221,吉林大学前卫南区排球场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ6512000g33nuzl5BE0.jpg,https://you.ctrip.com/sight/changchun216/146163221.html?scene=onlinesearch,43.830243,125.28123
励志拓展型,大学,148716290,吉林大学(前卫南区)-科学技术馆,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ2l12000g6mdz685D66.jpg,https://you.ctrip.com/sight/changchun216/148716290.html?scene=onlinesearch,43.830843,125.285567
励志拓展型,大学,145693675,东北电力大学-图书馆,0.0,0,东北电力大学,吉林市,吉林市 · 东北电力大学,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0b12000g2z2bqm6E63.jpg,https://you.ctrip.com/sight/jilin267/145693675.html?scene=onlinesearch,43.830478,126.511772
励志拓展型,大学,70530704,吉林大学前卫校区南区-运动场,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,场馆展馆,免费,是,https://dimg04.c-ctrip.com/images/0103a12000det32oqB440.jpg,https://you.ctrip.com/sight/changchun216/5621387.html?scene=onlinesearch,43.82835,125.28155
励志拓展型,大学,123863734,东北师范大学体育学院田径馆,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,场馆展馆,,否,https://dimg04.c-ctrip.com/images/01056120008qfqrfh0CB7.png,https://you.ctrip.com/sight/changchun216/123863734.html?scene=onlinesearch,43.863852,125.334171
励志拓展型,大学,145372826,北华大学-图书馆,0.0,0,北华大学东校区,吉林市,吉林市 · 北华大学东校区,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0w12000g907f5f9C2A.jpg,https://you.ctrip.com/sight/jilin267/145372826.html?scene=onlinesearch,43.845972,126.612553
励志拓展型,大学,150387784,延边大学挨着网红打卡墙早市公园西市场,0.0,0,延边大学/西市场,延吉,延吉 · 延边大学/西市场,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/yanji475/150387784.html?scene=onlinesearch,42.915204,129.496112
励志拓展型,大学,145660850,吉林师范大学博达学院图书馆,5.0,1,,四平,四平,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/siping556/145660850.html?scene=onlinesearch,43.15945,124.344384
励志拓展型,大学,148725902,空军航空大学游泳馆,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/148725902.html?scene=onlinesearch,43.856644,125.336253
